Player,Team,Opposition,Runs,NotOut,Mins,BF,4s,6s,SR,Inns,Venue,Start Date,Year
P Kumar,Kings XI Punjab,Chennai Super Kings,6,1,7,6,0,0,100,1,Chennai,28-Apr-12,2012
P Awana,Kings XI Punjab,Chennai Super Kings,0,1,1,0,0,0,0,1,Chennai,28-Apr-12,2012
BA Bhatt,Kings XI Punjab,Chennai Super Kings,0,0,0,0,0,0,0,1,Chennai,28-Apr-12,2012
F du Plessis,Chennai Super Kings,Kings XI Punjab,29,0,23,20,3,2,145,2,Chennai,28-Apr-12,2012
S Badrinath,Chennai Super Kings,Kings XI Punjab,25,0,34,18,4,0,138.88,2,Chennai,28-Apr-12,2012
SK Raina,Chennai Super Kings,Kings XI Punjab,15,0,23,17,1,0,88.23,2,Chennai,28-Apr-12,2012
WP Saha,Chennai Super Kings,Kings XI Punjab,6,0,23,14,0,0,42.85,2,Chennai,28-Apr-12,2012
RA Jadeja,Chennai Super Kings,Kings XI Punjab,17,0,19,11,1,1,154.54,2,Chennai,28-Apr-12,2012
MS Dhoni,Chennai Super Kings,Kings XI Punjab,1,0,3,4,0,0,25,2,Chennai,28-Apr-12,2012
DJ Bravo,Chennai Super Kings,Kings XI Punjab,30,0,26,21,0,2,142.85,2,Chennai,28-Apr-12,2012
JA Morkel,Chennai Super Kings,Kings XI Punjab,8,0,23,9,0,0,88.88,2,Chennai,28-Apr-12,2012
KMDN Kulasekara,Chennai Super Kings,Kings XI Punjab,5,1,8,3,1,0,166.66,2,Chennai,28-Apr-12,2012
R Ashwin,Chennai Super Kings,Kings XI Punjab,7,1,6,3,1,0,233.33,2,Chennai,28-Apr-12,2012
SB Jakati,Chennai Super Kings,Kings XI Punjab,0,0,0,0,0,0,0,2,Chennai,28-Apr-12,2012
DPMD Jayawardene,Delhi Daredevils,Mumbai Indians,55,0,65,42,8,0,130.95,1,Delhi,27-Apr-12,2012
V Sehwag,Delhi Daredevils,Mumbai Indians,73,0,76,39,8,4,187.17,1,Delhi,27-Apr-12,2012
KP Pietersen,Delhi Daredevils,Mumbai Indians,50,1,37,26,6,3,192.3,1,Delhi,27-Apr-12,2012
IK Pathan,Delhi Daredevils,Mumbai Indians,0,0,1,1,0,0,0,1,Delhi,27-Apr-12,2012
LRPL Taylor,Delhi Daredevils,Mumbai Indians,15,0,12,7,0,2,214.28,1,Delhi,27-Apr-12,2012
Y Nagar,Delhi Daredevils,Mumbai Indians,0,0,1,1,0,0,0,1,Delhi,27-Apr-12,2012
NV Ojha,Delhi Daredevils,Mumbai Indians,5,1,9,4,0,0,125,1,Delhi,27-Apr-12,2012
UT Yadav,Delhi Daredevils,Mumbai Indians,0,0,0,0,0,0,0,1,Delhi,27-Apr-12,2012
S Nadeem,Delhi Daredevils,Mumbai Indians,0,0,0,0,0,0,0,1,Delhi,27-Apr-12,2012
M Morkel,Delhi Daredevils,Mumbai Indians,0,0,0,0,0,0,0,1,Delhi,27-Apr-12,2012
AB Agarkar,Delhi Daredevils,Mumbai Indians,0,0,0,0,0,0,0,1,Delhi,27-Apr-12,2012
AC Blizzard,Mumbai Indians,Delhi Daredevils,0,0,1,3,0,0,0,2,Delhi,27-Apr-12,2012
SR Tendulkar,Mumbai Indians,Delhi Daredevils,7,0,9,7,0,1,100,2,Delhi,27-Apr-12,2012
RG Sharma,Mumbai Indians,Delhi Daredevils,12,0,11,6,1,1,200,2,Delhi,27-Apr-12,2012
KD Karthik,Mumbai Indians,Delhi Daredevils,40,0,47,28,7,0,142.85,2,Delhi,27-Apr-12,2012
AT Rayudu,Mumbai Indians,Delhi Daredevils,62,0,53,39,5,3,158.97,2,Delhi,27-Apr-12,2012
KA Pollard,Mumbai Indians,Delhi Daredevils,16,0,11,9,1,1,177.77,2,Delhi,27-Apr-12,2012
RJ Peterson,Mumbai Indians,Delhi Daredevils,2,0,8,2,0,0,100,2,Delhi,27-Apr-12,2012
Harbhajan Singh,Mumbai Indians,Delhi Daredevils,15,0,21,12,2,0,125,2,Delhi,27-Apr-12,2012
SL Malinga,Mumbai Indians,Delhi Daredevils,11,0,16,13,1,0,84.61,2,Delhi,27-Apr-12,2012
RP Singh,Mumbai Indians,Delhi Daredevils,1,1,1,1,0,0,100,2,Delhi,27-Apr-12,2012
R Shukla,Mumbai Indians,Delhi Daredevils,0,0,0,0,0,0,0,2,Delhi,27-Apr-12,2012
PA Patel,Deccan Chargers,Pune Warriors,24,0,24,18,3,1,133.33,1,Pune,26-Apr-12,2012
S Dhawan,Deccan Chargers,Pune Warriors,16,0,17,11,1,1,145.45,1,Pune,26-Apr-12,2012
CL White,Deccan Chargers,Pune Warriors,78,0,64,46,6,5,169.56,1,Pune,26-Apr-12,2012
KC Sangakkara,Deccan Chargers,Pune Warriors,12,0,23,14,1,0,85.71,1,Pune,26-Apr-12,2012
JP Duminy,Deccan Chargers,Pune Warriors,26,1,46,24,0,1,108.33,1,Pune,26-Apr-12,2012
IR Jaggi,Deccan Chargers,Pune Warriors,10,1,14,7,0,0,142.85,1,Pune,26-Apr-12,2012
J Theron,Deccan Chargers,Pune Warriors,0,0,0,0,0,0,0,1,Pune,26-Apr-12,2012
Ankit Sharma,Deccan Chargers,Pune Warriors,0,0,0,0,0,0,0,1,Pune,26-Apr-12,2012
MS Gony,Deccan Chargers,Pune Warriors,0,0,0,0,0,0,0,1,Pune,26-Apr-12,2012
A Ashish Reddy,Deccan Chargers,Pune Warriors,0,0,0,0,0,0,0,1,Pune,26-Apr-12,2012
A Mishra,Deccan Chargers,Pune Warriors,0,0,0,0,0,0,0,1,Pune,26-Apr-12,2012
MK Pandey,Pune Warriors,Deccan Chargers,21,0,22,20,2,1,105,2,Pune,26-Apr-12,2012
JD Ryder,Pune Warriors,Deccan Chargers,7,0,7,6,1,0,116.66,2,Pune,26-Apr-12,2012
SC Ganguly,Pune Warriors,Deccan Chargers,23,0,36,20,3,1,115,2,Pune,26-Apr-12,2012
RV Uthappa,Pune Warriors,Deccan Chargers,29,0,39,27,2,1,107.4,2,Pune,26-Apr-12,2012
MN Samuels,Pune Warriors,Deccan Chargers,3,0,21,8,0,0,37.5,2,Pune,26-Apr-12,2012
SPD Smith,Pune Warriors,Deccan Chargers,26,0,14,13,0,3,200,2,Pune,26-Apr-12,2012
M Manhas,Pune Warriors,Deccan Chargers,22,1,36,14,0,2,157.14,2,Pune,26-Apr-12,2012
AC Thomas,Pune Warriors,Deccan Chargers,12,0,22,9,0,1,133.33,2,Pune,26-Apr-12,2012
B Kumar,Pune Warriors,Deccan Chargers,7,1,2,4,1,0,175,2,Pune,26-Apr-12,2012
A Nehra,Pune Warriors,Deccan Chargers,0,0,0,0,0,0,0,2,Pune,26-Apr-12,2012
R Sharma,Pune Warriors,Deccan Chargers,0,0,0,0,0,0,0,2,Pune,26-Apr-12,2012
WP Saha,Chennai Super Kings,Royal Challengers Bangalore,T0,0,0,0,0,0,0,-,Bengaluru,25-Apr-12,2012
JA Morkel,Chennai Super Kings,Royal Challengers Bangalore,T0,0,0,0,0,0,0,-,Bengaluru,25-Apr-12,2012
F du Plessis,Chennai Super Kings,Royal Challengers Bangalore,T0,0,0,0,0,0,0,-,Bengaluru,25-Apr-12,2012
Z Khan,Royal Challengers Bangalore,Chennai Super Kings,T0,0,0,0,0,0,0,-,Bengaluru,25-Apr-12,2012
DJ Bravo,Chennai Super Kings,Royal Challengers Bangalore,T0,0,0,0,0,0,0,-,Bengaluru,25-Apr-12,2012
TM Dilshan,Royal Challengers Bangalore,Chennai Super Kings,T0,0,0,0,0,0,0,-,Bengaluru,25-Apr-12,2012
MA Agarwal,Royal Challengers Bangalore,Chennai Super Kings,T0,0,0,0,0,0,0,-,Bengaluru,25-Apr-12,2012
R Ashwin,Chennai Super Kings,Royal Challengers Bangalore,T0,0,0,0,0,0,0,-,Bengaluru,25-Apr-12,2012
RA Jadeja,Chennai Super Kings,Royal Challengers Bangalore,T0,0,0,0,0,0,0,-,Bengaluru,25-Apr-12,2012
AB McDonald,Royal Challengers Bangalore,Chennai Super Kings,T0,0,0,0,0,0,0,-,Bengaluru,25-Apr-12,2012
AB de Villiers,Royal Challengers Bangalore,Chennai Super Kings,T0,0,0,0,0,0,0,-,Bengaluru,25-Apr-12,2012
MS Dhoni,Chennai Super Kings,Royal Challengers Bangalore,T0,0,0,0,0,0,0,-,Bengaluru,25-Apr-12,2012
SK Raina,Chennai Super Kings,Royal Challengers Bangalore,T0,0,0,0,0,0,0,-,Bengaluru,25-Apr-12,2012
KP Appanna,Royal Challengers Bangalore,Chennai Super Kings,T0,0,0,0,0,0,0,-,Bengaluru,25-Apr-12,2012
HV Patel,Royal Challengers Bangalore,Chennai Super Kings,T0,0,0,0,0,0,0,-,Bengaluru,25-Apr-12,2012
R Vinay Kumar,Royal Challengers Bangalore,Chennai Super Kings,T0,0,0,0,0,0,0,-,Bengaluru,25-Apr-12,2012
VY Mahesh,Chennai Super Kings,Royal Challengers Bangalore,T0,0,0,0,0,0,0,-,Bengaluru,25-Apr-12,2012
S Badrinath,Chennai Super Kings,Royal Challengers Bangalore,T0,0,0,0,0,0,0,-,Bengaluru,25-Apr-12,2012
KMDN Kulasekara,Chennai Super Kings,Royal Challengers Bangalore,T0,0,0,0,0,0,0,-,Bengaluru,25-Apr-12,2012
CH Gayle,Royal Challengers Bangalore,Chennai Super Kings,T0,0,0,0,0,0,0,-,Bengaluru,25-Apr-12,2012
SS Tiwary,Royal Challengers Bangalore,Chennai Super Kings,T0,0,0,0,0,0,0,-,Bengaluru,25-Apr-12,2012
V Kohli,Royal Challengers Bangalore,Chennai Super Kings,T0,0,0,0,0,0,0,-,Bengaluru,25-Apr-12,2012
N Saini,Kings XI Punjab,Mumbai Indians,17,0,35,22,2,0,77.27,1,Mohali,25-Apr-12,2012
Mandeep Singh,Kings XI Punjab,Mumbai Indians,22,0,22,16,4,0,137.5,1,Mohali,25-Apr-12,2012
SE Marsh,Kings XI Punjab,Mumbai Indians,17,0,35,26,1,0,65.38,1,Mohali,25-Apr-12,2012
DJ Hussey,Kings XI Punjab,Mumbai Indians,68,1,60,40,4,4,170,1,Mohali,25-Apr-12,2012
DA Miller,Kings XI Punjab,Mumbai Indians,34,1,37,17,1,3,200,1,Mohali,25-Apr-12,2012
Azhar Mahmood,Kings XI Punjab,Mumbai Indians,0,0,0,0,0,0,0,1,Mohali,25-Apr-12,2012
SD Chitnis,Kings XI Punjab,Mumbai Indians,0,0,0,0,0,0,0,1,Mohali,25-Apr-12,2012
PP Chawla,Kings XI Punjab,Mumbai Indians,0,0,0,0,0,0,0,1,Mohali,25-Apr-12,2012
BA Bhatt,Kings XI Punjab,Mumbai Indians,0,0,0,0,0,0,0,1,Mohali,25-Apr-12,2012
P Kumar,Kings XI Punjab,Mumbai Indians,0,0,0,0,0,0,0,1,Mohali,25-Apr-12,2012
P Awana,Kings XI Punjab,Mumbai Indians,0,0,0,0,0,0,0,1,Mohali,25-Apr-12,2012
JEC Franklin,Mumbai Indians,Kings XI Punjab,22,0,36,22,2,0,100,2,Mohali,25-Apr-12,2012
SR Tendulkar,Mumbai Indians,Kings XI Punjab,34,0,45,29,4,0,117.24,2,Mohali,25-Apr-12,2012
RG Sharma,Mumbai Indians,Kings XI Punjab,50,0,48,30,3,3,166.66,2,Mohali,25-Apr-12,2012
KD Karthik,Mumbai Indians,Kings XI Punjab,3,0,7,6,0,0,50,2,Mohali,25-Apr-12,2012
KA Pollard,Mumbai Indians,Kings XI Punjab,3,0,11,7,0,0,42.85,2,Mohali,25-Apr-12,2012
AT Rayudu,Mumbai Indians,Kings XI Punjab,34,1,38,17,2,2,200,2,Mohali,25-Apr-12,2012
Harbhajan Singh,Mumbai Indians,Kings XI Punjab,0,0,1,2,0,0,0,2,Mohali,25-Apr-12,2012
RJ Peterson,Mumbai Indians,Kings XI Punjab,16,1,16,7,2,1,228.57,2,Mohali,25-Apr-12,2012
CJ McKay,Mumbai Indians,Kings XI Punjab,0,0,0,0,0,0,0,2,Mohali,25-Apr-12,2012
MM Patel,Mumbai Indians,Kings XI Punjab,0,0,0,0,0,0,0,2,Mohali,25-Apr-12,2012
RP Singh,Mumbai Indians,Kings XI Punjab,0,0,0,0,0,0,0,2,Mohali,25-Apr-12,2012
JD Ryder,Pune Warriors,Delhi Daredevils,0,0,1,2,0,0,0,1,Pune,24-Apr-12,2012
MK Pandey,Pune Warriors,Delhi Daredevils,80,1,82,56,7,3,142.85,1,Pune,24-Apr-12,2012
SC Ganguly,Pune Warriors,Delhi Daredevils,1,0,4,4,0,0,25,1,Pune,24-Apr-12,2012
RV Uthappa,Pune Warriors,Delhi Daredevils,60,1,75,58,6,0,103.44,1,Pune,24-Apr-12,2012
M Kartik,Pune Warriors,Delhi Daredevils,0,0,0,0,0,0,0,1,Pune,24-Apr-12,2012
LJ Wright,Pune Warriors,Delhi Daredevils,0,0,0,0,0,0,0,1,Pune,24-Apr-12,2012
R Sharma,Pune Warriors,Delhi Daredevils,0,0,0,0,0,0,0,1,Pune,24-Apr-12,2012
M Manhas,Pune Warriors,Delhi Daredevils,0,0,0,0,0,0,0,1,Pune,24-Apr-12,2012
SPD Smith,Pune Warriors,Delhi Daredevils,0,0,0,0,0,0,0,1,Pune,24-Apr-12,2012
AC Thomas,Pune Warriors,Delhi Daredevils,0,0,0,0,0,0,0,1,Pune,24-Apr-12,2012
A Nehra,Pune Warriors,Delhi Daredevils,0,0,0,0,0,0,0,1,Pune,24-Apr-12,2012
DPMD Jayawardene,Delhi Daredevils,Pune Warriors,18,0,14,14,3,0,128.57,2,Pune,24-Apr-12,2012
V Sehwag,Delhi Daredevils,Pune Warriors,87,1,75,48,10,3,181.25,2,Pune,24-Apr-12,2012
KP Pietersen,Delhi Daredevils,Pune Warriors,27,0,39,21,1,2,128.57,2,Pune,24-Apr-12,2012
LRPL Taylor,Delhi Daredevils,Pune Warriors,9,1,20,13,0,0,69.23,2,Pune,24-Apr-12,2012
NV Ojha,Delhi Daredevils,Pune Warriors,0,0,0,0,0,0,0,2,Pune,24-Apr-12,2012
M Morkel,Delhi Daredevils,Pune Warriors,0,0,0,0,0,0,0,2,Pune,24-Apr-12,2012
UT Yadav,Delhi Daredevils,Pune Warriors,0,0,0,0,0,0,0,2,Pune,24-Apr-12,2012
IK Pathan,Delhi Daredevils,Pune Warriors,0,0,0,0,0,0,0,2,Pune,24-Apr-12,2012
S Nadeem,Delhi Daredevils,Pune Warriors,0,0,0,0,0,0,0,2,Pune,24-Apr-12,2012
Y Nagar,Delhi Daredevils,Pune Warriors,0,0,0,0,0,0,0,2,Pune,24-Apr-12,2012
P Negi,Delhi Daredevils,Pune Warriors,0,0,0,0,0,0,0,2,Pune,24-Apr-12,2012
V Kohli,Royal Challengers Bangalore,Rajasthan Royals,16,0,14,16,2,0,100,1,Jaipur,23-Apr-12,2012
TM Dilshan,Royal Challengers Bangalore,Rajasthan Royals,76,1,95,58,10,1,131.03,1,Jaipur,23-Apr-12,2012
MA Agarwal,Royal Challengers Bangalore,Rajasthan Royals,15,0,30,17,2,0,88.23,1,Jaipur,23-Apr-12,2012
CH Gayle,Royal Challengers Bangalore,Rajasthan Royals,4,0,7,8,0,0,50,1,Jaipur,23-Apr-12,2012
AB de Villiers,Royal Challengers Bangalore,Rajasthan Royals,59,1,41,23,3,5,256.52,1,Jaipur,23-Apr-12,2012
KP Appanna,Royal Challengers Bangalore,Rajasthan Royals,0,0,0,0,0,0,0,1,Jaipur,23-Apr-12,2012
DL Vettori,Royal Challengers Bangalore,Rajasthan Royals,0,0,0,0,0,0,0,1,Jaipur,23-Apr-12,2012
R Vinay Kumar,Royal Challengers Bangalore,Rajasthan Royals,0,0,0,0,0,0,0,1,Jaipur,23-Apr-12,2012
Z Khan,Royal Challengers Bangalore,Rajasthan Royals,0,0,0,0,0,0,0,1,Jaipur,23-Apr-12,2012
HV Patel,Royal Challengers Bangalore,Rajasthan Royals,0,0,0,0,0,0,0,1,Jaipur,23-Apr-12,2012
SS Tiwary,Royal Challengers Bangalore,Rajasthan Royals,0,0,0,0,0,0,0,1,Jaipur,23-Apr-12,2012
R Dravid,Rajasthan Royals,Royal Challengers Bangalore,58,0,61,42,8,0,138.09,2,Jaipur,23-Apr-12,2012
AM Rahane,Rajasthan Royals,Royal Challengers Bangalore,13,0,35,18,1,0,72.22,2,Jaipur,23-Apr-12,2012
OA Shah,Rajasthan Royals,Royal Challengers Bangalore,10,0,15,15,0,1,66.66,2,Jaipur,23-Apr-12,2012
SP Goswami,Rajasthan Royals,Royal Challengers Bangalore,1,0,3,2,0,0,50,2,Jaipur,23-Apr-12,2012
BJ Hodge,Rajasthan Royals,Royal Challengers Bangalore,10,0,12,8,1,0,125,2,Jaipur,23-Apr-12,2012
STR Binny,Rajasthan Royals,Royal Challengers Bangalore,20,1,29,18,2,0,111.11,2,Jaipur,23-Apr-12,2012
KK Cooper,Rajasthan Royals,Royal Challengers Bangalore,8,0,7,6,2,0,133.33,2,Jaipur,23-Apr-12,2012
GB Hogg,Rajasthan Royals,Royal Challengers Bangalore,13,0,14,11,1,0,118.18,2,Jaipur,23-Apr-12,2012
SK Trivedi,Rajasthan Royals,Royal Challengers Bangalore,0,0,0,0,0,0,0,2,Jaipur,23-Apr-12,2012
A Chandila,Rajasthan Royals,Royal Challengers Bangalore,0,0,0,0,0,0,0,2,Jaipur,23-Apr-12,2012
Pankaj Singh,Rajasthan Royals,Royal Challengers Bangalore,0,0,0,0,0,0,0,2,Jaipur,23-Apr-12,2012
KC Sangakkara,Deccan Chargers,Kolkata Knight Riders,12,0,23,15,1,0,80,1,Cuttack,22-Apr-12,2012
S Dhawan,Deccan Chargers,Kolkata Knight Riders,50,0,76,50,4,1,100,1,Cuttack,22-Apr-12,2012
PA Patel,Deccan Chargers,Kolkata Knight Riders,23,0,31,19,2,0,121.05,1,Cuttack,22-Apr-12,2012
CL White,Deccan Chargers,Kolkata Knight Riders,10,0,13,9,1,0,111.11,1,Cuttack,22-Apr-12,2012
JP Duminy,Deccan Chargers,Kolkata Knight Riders,16,1,30,15,1,0,106.66,1,Cuttack,22-Apr-12,2012
IR Jaggi,Deccan Chargers,Kolkata Knight Riders,3,0,9,7,0,0,42.85,1,Cuttack,22-Apr-12,2012
Ankit Sharma,Deccan Chargers,Kolkata Knight Riders,1,0,5,2,0,0,50,1,Cuttack,22-Apr-12,2012
DW Steyn,Deccan Chargers,Kolkata Knight Riders,7,0,4,3,0,1,233.33,1,Cuttack,22-Apr-12,2012
A Mishra,Deccan Chargers,Kolkata Knight Riders,1,1,2,1,0,0,100,1,Cuttack,22-Apr-12,2012
Anand Rajan,Deccan Chargers,Kolkata Knight Riders,0,0,0,0,0,0,0,1,Cuttack,22-Apr-12,2012
V Pratap Singh,Deccan Chargers,Kolkata Knight Riders,0,0,0,0,0,0,0,1,Cuttack,22-Apr-12,2012
BB McCullum,Kolkata Knight Riders,Deccan Chargers,10,0,13,9,1,0,111.11,2,Cuttack,22-Apr-12,2012
G Gambhir,Kolkata Knight Riders,Deccan Chargers,30,0,48,28,4,0,107.14,2,Cuttack,22-Apr-12,2012
MS Bisla,Kolkata Knight Riders,Deccan Chargers,10,0,19,13,2,0,76.92,2,Cuttack,22-Apr-12,2012
JH Kallis,Kolkata Knight Riders,Deccan Chargers,23,0,46,24,2,0,95.83,2,Cuttack,22-Apr-12,2012
YK Pathan,Kolkata Knight Riders,Deccan Chargers,6,0,4,4,0,1,150,2,Cuttack,22-Apr-12,2012
MK Tiwary,Kolkata Knight Riders,Deccan Chargers,30,1,44,28,2,0,107.14,2,Cuttack,22-Apr-12,2012
DB Das,Kolkata Knight Riders,Deccan Chargers,9,1,17,8,1,0,112.5,2,Cuttack,22-Apr-12,2012
R Bhatia,Kolkata Knight Riders,Deccan Chargers,0,0,0,0,0,0,0,2,Cuttack,22-Apr-12,2012
L Balaji,Kolkata Knight Riders,Deccan Chargers,0,0,0,0,0,0,0,2,Cuttack,22-Apr-12,2012
SP Narine,Kolkata Knight Riders,Deccan Chargers,0,0,0,0,0,0,0,2,Cuttack,22-Apr-12,2012
B Lee,Kolkata Knight Riders,Deccan Chargers,0,0,0,0,0,0,0,2,Cuttack,22-Apr-12,2012
JEC Franklin,Mumbai Indians,Kings XI Punjab,79,0,91,51,6,4,154.9,1,Wankhede,22-Apr-12,2012
SR Tendulkar,Mumbai Indians,Kings XI Punjab,23,0,40,23,3,0,100,1,Wankhede,22-Apr-12,2012
RG Sharma,Mumbai Indians,Kings XI Punjab,2,0,4,5,0,0,40,1,Wankhede,22-Apr-12,2012
KD Karthik,Mumbai Indians,Kings XI Punjab,35,0,29,20,5,0,175,1,Wankhede,22-Apr-12,2012
KA Pollard,Mumbai Indians,Kings XI Punjab,7,0,10,10,1,0,70,1,Wankhede,22-Apr-12,2012
Harbhajan Singh,Mumbai Indians,Kings XI Punjab,4,0,7,3,1,0,133.33,1,Wankhede,22-Apr-12,2012
NLTC Perera,Mumbai Indians,Kings XI Punjab,4,1,9,5,0,0,80,1,Wankhede,22-Apr-12,2012
AT Rayudu,Mumbai Indians,Kings XI Punjab,3,1,8,3,0,0,100,1,Wankhede,22-Apr-12,2012
RP Singh,Mumbai Indians,Kings XI Punjab,0,0,0,0,0,0,0,1,Wankhede,22-Apr-12,2012
MM Patel,Mumbai Indians,Kings XI Punjab,0,0,0,0,0,0,0,1,Wankhede,22-Apr-12,2012
PP Ojha,Mumbai Indians,Kings XI Punjab,0,0,0,0,0,0,0,1,Wankhede,22-Apr-12,2012
N Saini,Kings XI Punjab,Mumbai Indians,30,0,29,25,5,0,120,2,Wankhede,22-Apr-12,2012
Mandeep Singh,Kings XI Punjab,Mumbai Indians,24,0,40,21,3,0,114.28,2,Wankhede,22-Apr-12,2012
SE Marsh,Kings XI Punjab,Mumbai Indians,68,1,66,40,5,3,170,2,Wankhede,22-Apr-12,2012
DJ Hussey,Kings XI Punjab,Mumbai Indians,21,0,28,19,2,0,110.52,2,Wankhede,22-Apr-12,2012
Azhar Mahmood,Kings XI Punjab,Mumbai Indians,10,0,13,7,0,1,142.85,2,Wankhede,22-Apr-12,2012
DA Miller,Kings XI Punjab,Mumbai Indians,5,1,12,5,0,0,100,2,Wankhede,22-Apr-12,2012
SD Chitnis,Kings XI Punjab,Mumbai Indians,0,0,0,0,0,0,0,2,Wankhede,22-Apr-12,2012
P Kumar,Kings XI Punjab,Mumbai Indians,0,0,0,0,0,0,0,2,Wankhede,22-Apr-12,2012
BA Bhatt,Kings XI Punjab,Mumbai Indians,0,0,0,0,0,0,0,2,Wankhede,22-Apr-12,2012
P Awana,Kings XI Punjab,Mumbai Indians,0,0,0,0,0,0,0,2,Wankhede,22-Apr-12,2012
PP Chawla,Kings XI Punjab,Mumbai Indians,0,0,0,0,0,0,0,2,Wankhede,22-Apr-12,2012
RV Uthappa,Pune Warriors,Delhi Daredevils,10,0,16,13,2,0,76.92,1,Delhi,21-Apr-12,2012
JD Ryder,Pune Warriors,Delhi Daredevils,86,0,90,58,7,4,148.27,1,Delhi,21-Apr-12,2012
SC Ganguly,Pune Warriors,Delhi Daredevils,41,0,47,35,5,1,117.14,1,Delhi,21-Apr-12,2012
SPD Smith,Pune Warriors,Delhi Daredevils,34,1,28,13,4,2,261.53,1,Delhi,21-Apr-12,2012
AD Mathews,Pune Warriors,Delhi Daredevils,6,1,2,2,1,0,300,1,Delhi,21-Apr-12,2012
A Nehra,Pune Warriors,Delhi Daredevils,0,0,0,0,0,0,0,1,Delhi,21-Apr-12,2012
M Kartik,Pune Warriors,Delhi Daredevils,0,0,0,0,0,0,0,1,Delhi,21-Apr-12,2012
MK Pandey,Pune Warriors,Delhi Daredevils,0,0,0,0,0,0,0,1,Delhi,21-Apr-12,2012
R Sharma,Pune Warriors,Delhi Daredevils,0,0,0,0,0,0,0,1,Delhi,21-Apr-12,2012
M Manhas,Pune Warriors,Delhi Daredevils,0,0,0,0,0,0,0,1,Delhi,21-Apr-12,2012
AC Thomas,Pune Warriors,Delhi Daredevils,0,0,0,0,0,0,0,1,Delhi,21-Apr-12,2012
DPMD Jayawardene,Delhi Daredevils,Pune Warriors,7,0,10,7,1,0,100,2,Delhi,21-Apr-12,2012
V Sehwag,Delhi Daredevils,Pune Warriors,57,0,63,32,5,4,178.12,2,Delhi,21-Apr-12,2012
KP Pietersen,Delhi Daredevils,Pune Warriors,32,0,34,23,1,3,139.13,2,Delhi,21-Apr-12,2012
IK Pathan,Delhi Daredevils,Pune Warriors,15,0,14,11,0,1,136.36,2,Delhi,21-Apr-12,2012
P Negi,Delhi Daredevils,Pune Warriors,8,0,13,8,1,0,100,2,Delhi,21-Apr-12,2012
LRPL Taylor,Delhi Daredevils,Pune Warriors,12,0,27,13,1,0,92.3,2,Delhi,21-Apr-12,2012
Y Nagar,Delhi Daredevils,Pune Warriors,24,0,28,19,3,0,126.31,2,Delhi,21-Apr-12,2012
NV Ojha,Delhi Daredevils,Pune Warriors,11,1,14,6,0,1,183.33,2,Delhi,21-Apr-12,2012
M Morkel,Delhi Daredevils,Pune Warriors,1,1,4,1,0,0,100,2,Delhi,21-Apr-12,2012
UT Yadav,Delhi Daredevils,Pune Warriors,0,0,0,0,0,0,0,2,Delhi,21-Apr-12,2012
S Nadeem,Delhi Daredevils,Pune Warriors,0,0,0,0,0,0,0,2,Delhi,21-Apr-12,2012
R Dravid,Rajasthan Royals,Chennai Super Kings,26,0,44,28,3,1,92.85,1,Chennai,21-Apr-12,2012
AM Rahane,Rajasthan Royals,Chennai Super Kings,15,0,19,10,3,0,150,1,Chennai,21-Apr-12,2012
OA Shah,Rajasthan Royals,Chennai Super Kings,52,0,68,43,4,3,120.93,1,Chennai,21-Apr-12,2012
AL Menaria,Rajasthan Royals,Chennai Super Kings,36,0,38,34,2,1,105.88,1,Chennai,21-Apr-12,2012
BJ Hodge,Rajasthan Royals,Chennai Super Kings,3,1,3,5,0,0,60,1,Chennai,21-Apr-12,2012
SP Goswami,Rajasthan Royals,Chennai Super Kings,0,0,0,0,0,0,0,1,Chennai,21-Apr-12,2012
STR Binny,Rajasthan Royals,Chennai Super Kings,0,0,0,0,0,0,0,1,Chennai,21-Apr-12,2012
KK Cooper,Rajasthan Royals,Chennai Super Kings,0,0,0,0,0,0,0,1,Chennai,21-Apr-12,2012
A Singh,Rajasthan Royals,Chennai Super Kings,0,0,0,0,0,0,0,1,Chennai,21-Apr-12,2012
SK Trivedi,Rajasthan Royals,Chennai Super Kings,0,0,0,0,0,0,0,1,Chennai,21-Apr-12,2012
GB Hogg,Rajasthan Royals,Chennai Super Kings,0,0,0,0,0,0,0,1,Chennai,21-Apr-12,2012
S Badrinath,Chennai Super Kings,Rajasthan Royals,15,0,31,22,1,0,68.18,2,Chennai,21-Apr-12,2012
F du Plessis,Chennai Super Kings,Rajasthan Royals,73,0,78,52,6,2,140.38,2,Chennai,21-Apr-12,2012
SK Raina,Chennai Super Kings,Rajasthan Royals,26,0,49,24,3,0,108.33,2,Chennai,21-Apr-12,2012
MS Dhoni,Chennai Super Kings,Rajasthan Royals,15,1,20,12,1,0,125,2,Chennai,21-Apr-12,2012
DJ Bravo,Chennai Super Kings,Rajasthan Royals,16,1,17,10,1,0,160,2,Chennai,21-Apr-12,2012
RA Jadeja,Chennai Super Kings,Rajasthan Royals,0,0,0,0,0,0,0,2,Chennai,21-Apr-12,2012
KMDN Kulasekara,Chennai Super Kings,Rajasthan Royals,0,0,0,0,0,0,0,2,Chennai,21-Apr-12,2012
WP Saha,Chennai Super Kings,Rajasthan Royals,0,0,0,0,0,0,0,2,Chennai,21-Apr-12,2012
SB Jakati,Chennai Super Kings,Rajasthan Royals,0,0,0,0,0,0,0,2,Chennai,21-Apr-12,2012
